day,meal,item,weather,event,demand
Thursday,Lunch,Chapati,Sunny,Exam,98
Sunday,Dinner,Rice,Sunny,Sports Meet,267
Thursday,Snacks,Sandwich,Cloudy,Sports Meet,209
Thursday,Breakfast,Dosa,Cold,No,90
Monday,Lunch,Rice,Sunny,Sports Meet,212
Sunday,Dinner,Noodles,Cloudy,Sports Meet,223
Tuesday,Lunch,Rice,Cloudy,Holiday,150
Wednesday,Snacks,Samosa,Sunny,No,167
Tuesday,Dinner,Chapati,Rainy,Festival,166
Tuesday,Snacks,Noodles,Sunny,Festival,183
Monday,Lunch,Chapati,Rainy,No,94
Wednesday,Dinner,Noodles,Rainy,Exam,75
Tuesday,Dinner,Biryani,Rainy,Festival,249
Thursday,Breakfast,Dosa,Cloudy,Exam,65
Wednesday,Breakfast,Sandwich,Rainy,Sports Meet,205
Saturday,Breakfast,Sandwich,Rainy,Sports Meet,217
Friday,Dinner,Noodles,Cloudy,Sports Meet,234
Tuesday,Dinner,Chapati,Cold,Holiday,72
Wednesday,Dinner,Rice,Cold,Sports Meet,155
Wednesday,Snacks,Samosa,Cloudy,Festival,255
Monday,Lunch,Rice,Cold,Sports Meet,212
Monday,Snacks,Puff,Cold,Festival,182
Friday,Breakfast,Dosa,Cold,No,122
Tuesday,Breakfast,Sandwich,Cloudy,Sports Meet,182
Monday,Lunch,Rice,Sunny,Holiday,177
Friday,Dinner,Rice,Cloudy,Sports Meet,183
Wednesday,Lunch,Rice,Cold,Holiday,140
Monday,Breakfast,Sandwich,Sunny,Sports Meet,209
Saturday,Breakfast,Sandwich,Cold,Exam,81
Monday,Lunch,Biryani,Rainy,No,175
Friday,Breakfast,Dosa,Sunny,Festival,243
Wednesday,Snacks,Samosa,Sunny,Holiday,127
Monday,Snacks,Puff,Sunny,Exam,81
Wednesday,Dinner,Rice,Sunny,No,150
Tuesday,Breakfast,Dosa,Cold,Festival,198
Monday,Snacks,Samosa,Cloudy,No,188
Friday,Dinner,Noodles,Sunny,Holiday,92
Monday,Snacks,Sandwich,Rainy,Holiday,124
Thursday,Breakfast,Dosa,Sunny,Holiday,188
Sunday,Snacks,Sandwich,Sunny,Exam,86
Friday,Breakfast,Dosa,Sunny,Sports Meet,187
Tuesday,Lunch,Rice,Cloudy,No,136
Wednesday,Breakfast,Dosa,Rainy,Holiday,125
Friday,Dinner,Noodles,Cold,Exam,60
Thursday,Dinner,Biryani,Cloudy,Sports Meet,251
Tuesday,Dinner,Biryani,Rainy,Exam,128
Wednesday,Lunch,Rice,Rainy,No,127
Monday,Breakfast,Idli,Cloudy,No,103
Friday,Lunch,Biryani,Rainy,No,183
Tuesday,Breakfast,Dosa,Sunny,Festival,238
Sunday,Breakfast,Dosa,Sunny,Exam,109
Friday,Breakfast,Dosa,Sunny,Festival,209
Saturday,Breakfast,Sandwich,Cold,Holiday,152
Monday,Dinner,Biryani,Cold,Holiday,99
Thursday,Breakfast,Dosa,Rainy,Exam,54
Tuesday,Breakfast,Sandwich,Cloudy,Exam,110
Tuesday,Breakfast,Sandwich,Cloudy,Exam,91
Saturday,Lunch,Noodles,Rainy,Sports Meet,202
Tuesday,Dinner,Biryani,Cold,No,177
Friday,Lunch,Biryani,Cloudy,Exam,134
Monday,Lunch,Rice,Sunny,Exam,95
Thursday,Dinner,Noodles,Sunny,Festival,237
Thursday,Breakfast,Dosa,Rainy,No,108
Thursday,Dinner,Biryani,Cold,Holiday,145
Wednesday,Dinner,Noodles,Rainy,No,77
Tuesday,Breakfast,Idli,Cold,Festival,180
Saturday,Lunch,Chapati,Cloudy,Sports Meet,232
Saturday,Dinner,Rice,Sunny,Holiday,120
Monday,Lunch,Rice,Sunny,No,122
Tuesday,Dinner,Noodles,Cold,No,99
Wednesday,Breakfast,Dosa,Cloudy,Holiday,158
Thursday,Breakfast,Sandwich,Cold,Exam,90
Tuesday,Dinner,Noodles,Sunny,No,137
Monday,Dinner,Rice,Cold,Sports Meet,143
Thursday,Breakfast,Sandwich,Cloudy,Exam,76
Sunday,Breakfast,Idli,Cold,Sports Meet,162
Tuesday,Lunch,Rice,Cloudy,Exam,64
Sunday,Breakfast,Idli,Cloudy,No,134
Friday,Dinner,Rice,Cold,No,94
Tuesday,Snacks,Samosa,Cloudy,Festival,211
Saturday,Lunch,Noodles,Cloudy,Exam,132
Wednesday,Lunch,Noodles,Rainy,Sports Meet,179
Friday,Dinner,Chapati,Cloudy,No,95
Tuesday,Dinner,Noodles,Rainy,No,124
Tuesday,Dinner,Noodles,Cold,Holiday,78
Sunday,Snacks,Samosa,Sunny,Holiday,138
Tuesday,Dinner,Rice,Cloudy,Festival,195
Wednesday,Dinner,Chapati,Rainy,Holiday,57
Friday,Snacks,Puff,Cloudy,Exam,36
Thursday,Snacks,Puff,Sunny,Holiday,106
Monday,Snacks,Puff,Sunny,Festival,187
Tuesday,Dinner,Noodles,Rainy,Festival,215
Monday,Snacks,Noodles,Cloudy,Holiday,77
Tuesday,Lunch,Noodles,Rainy,No,106
Thursday,Snacks,Puff,Rainy,Exam,99
Tuesday,Breakfast,Dosa,Sunny,Sports Meet,225
Monday,Breakfast,Sandwich,Rainy,No,82
Wednesday,Breakfast,Idli,Sunny,Festival,200
Thursday,Breakfast,Sandwich,Rainy,Holiday,130
Saturday,Snacks,Sandwich,Cloudy,No,141
Sunday,Dinner,Biryani,Cold,No,216
Tuesday,Breakfast,Sandwich,Sunny,Exam,116
Monday,Breakfast,Dosa,Cold,Exam,61
Friday,Snacks,Noodles,Cold,No,171
Saturday,Snacks,Noodles,Cold,Festival,229
Friday,Dinner,Rice,Sunny,Exam,111
Tuesday,Dinner,Rice,Cold,Holiday,70
Friday,Breakfast,Dosa,Cold,Festival,195
Monday,Dinner,Noodles,Cold,Holiday,75
Sunday,Breakfast,Dosa,Rainy,No,117
Sunday,Dinner,Chapati,Cold,Sports Meet,179
Wednesday,Breakfast,Idli,Cold,Holiday,165
Tuesday,Breakfast,Dosa,Cold,Festival,143
Sunday,Breakfast,Sandwich,Rainy,No,92
Tuesday,Snacks,Samosa,Rainy,Exam,214
Friday,Breakfast,Sandwich,Cold,Sports Meet,175
Monday,Lunch,Biryani,Rainy,Exam,120
Wednesday,Dinner,Biryani,Rainy,Sports Meet,213
Monday,Snacks,Noodles,Sunny,Holiday,102
Monday,Breakfast,Idli,Cold,Exam,54
Wednesday,Lunch,Noodles,Cloudy,Holiday,180
Tuesday,Dinner,Rice,Rainy,Festival,168
Thursday,Breakfast,Idli,Cold,Exam,105
Saturday,Lunch,Rice,Cold,Holiday,206
Sunday,Lunch,Noodles,Sunny,Festival,254
Wednesday,Dinner,Chapati,Rainy,Sports Meet,209
Wednesday,Breakfast,Dosa,Sunny,Festival,235
Friday,Breakfast,Sandwich,Rainy,No,77
Sunday,Lunch,Rice,Cold,Exam,87
Thursday,Dinner,Rice,Sunny,Festival,224
Saturday,Dinner,Noodles,Cloudy,Sports Meet,264
Saturday,Lunch,Rice,Cold,No,112
Tuesday,Lunch,Chapati,Cold,Festival,123
Sunday,Snacks,Puff,Cold,No,134
Tuesday,Snacks,Puff,Cloudy,No,101
Tuesday,Lunch,Noodles,Rainy,Exam,86
Wednesday,Snacks,Noodles,Cloudy,Festival,203
Thursday,Snacks,Samosa,Rainy,Festival,277
Monday,Snacks,Samosa,Cold,No,235
Saturday,Snacks,Samosa,Sunny,Exam,181
Sunday,Breakfast,Dosa,Cloudy,No,118
Sunday,Breakfast,Idli,Cold,Exam,119
Sunday,Snacks,Sandwich,Cold,Holiday,136
Monday,Breakfast,Sandwich,Sunny,No,150
Monday,Breakfast,Sandwich,Rainy,Exam,70
Saturday,Dinner,Rice,Cloudy,Exam,98
Saturday,Snacks,Sandwich,Sunny,Festival,177
Friday,Breakfast,Sandwich,Cold,Holiday,177
Monday,Snacks,Samosa,Rainy,Festival,246
Wednesday,Dinner,Biryani,Rainy,Holiday,147
Friday,Breakfast,Dosa,Cloudy,Exam,129
Monday,Lunch,Chapati,Sunny,Holiday,183
Tuesday,Dinner,Biryani,Cold,Holiday,136
Sunday,Lunch,Chapati,Cloudy,Sports Meet,171
Friday,Snacks,Noodles,Cold,Exam,87
Sunday,Dinner,Biryani,Sunny,Festival,261
Thursday,Breakfast,Sandwich,Cloudy,Exam,113
Saturday,Breakfast,Idli,Sunny,Holiday,172
Thursday,Snacks,Noodles,Rainy,No,175
Wednesday,Lunch,Rice,Rainy,No,115
Friday,Dinner,Chapati,Rainy,Exam,35
Thursday,Lunch,Biryani,Rainy,Holiday,226
Sunday,Lunch,Rice,Sunny,No,146
Tuesday,Snacks,Sandwich,Sunny,Sports Meet,185
Wednesday,Dinner,Biryani,Rainy,Sports Meet,217
Wednesday,Breakfast,Idli,Rainy,Festival,180
Tuesday,Snacks,Noodles,Rainy,Holiday,137
Wednesday,Lunch,Rice,Cold,Exam,57
Thursday,Dinner,Noodles,Cold,Sports Meet,187
Tuesday,Lunch,Biryani,Rainy,Holiday,179
Friday,Dinner,Chapati,Cloudy,Holiday,103
Sunday,Breakfast,Idli,Rainy,Exam,70
Thursday,Snacks,Noodles,Cloudy,Sports Meet,206
Saturday,Lunch,Biryani,Cloudy,Sports Meet,276
Saturday,Lunch,Rice,Cloudy,Exam,118
Friday,Dinner,Rice,Cold,Holiday,67
Tuesday,Lunch,Biryani,Rainy,No,145
Tuesday,Snacks,Samosa,Cold,Exam,188
Monday,Breakfast,Idli,Cold,Sports Meet,162
Tuesday,Breakfast,Dosa,Cold,Sports Meet,162
Sunday,Snacks,Sandwich,Sunny,Sports Meet,191
Saturday,Breakfast,Dosa,Rainy,Holiday,131
Saturday,Snacks,Sandwich,Rainy,Exam,147
Tuesday,Dinner,Chapati,Rainy,Sports Meet,169
Tuesday,Snacks,Samosa,Cloudy,Exam,142
Saturday,Breakfast,Sandwich,Cold,Holiday,173
Friday,Breakfast,Sandwich,Sunny,Exam,71
Wednesday,Dinner,Rice,Cloudy,No,132
Saturday,Dinner,Biryani,Rainy,No,197
Thursday,Snacks,Puff,Cloudy,Holiday,98
Monday,Snacks,Samosa,Sunny,Sports Meet,226
Tuesday,Lunch,Chapati,Cold,Festival,176
Sunday,Dinner,Rice,Cloudy,Festival,240
Friday,Dinner,Chapati,Sunny,Festival,152
Saturday,Lunch,Rice,Cold,No,135
Friday,Breakfast,Sandwich,Cloudy,Festival,212
Sunday,Dinner,Rice,Sunny,Holiday,136
Sunday,Lunch,Chapati,Sunny,Exam,95
Wednesday,Dinner,Rice,Sunny,Exam,116
Saturday,Breakfast,Idli,Sunny,Festival,203
Monday,Breakfast,Sandwich,Sunny,Festival,220
Wednesday,Lunch,Biryani,Cold,No,145
Saturday,Snacks,Noodles,Rainy,Holiday,114
Monday,Snacks,Puff,Cloudy,Holiday,89
Friday,Dinner,Rice,Sunny,Festival,227
Saturday,Dinner,Noodles,Rainy,Festival,235
Tuesday,Breakfast,Sandwich,Rainy,Sports Meet,179
Monday,Dinner,Chapati,Sunny,Festival,183
Wednesday,Breakfast,Dosa,Cold,Festival,215
Saturday,Snacks,Sandwich,Sunny,Festival,224
Saturday,Snacks,Noodles,Sunny,Festival,223
Tuesday,Snacks,Samosa,Sunny,Exam,206
Wednesday,Breakfast,Dosa,Cold,Sports Meet,167
Saturday,Breakfast,Idli,Cloudy,Holiday,177
Monday,Snacks,Sandwich,Cold,Festival,199
Saturday,Lunch,Biryani,Cloudy,Holiday,281
Friday,Breakfast,Dosa,Cloudy,Holiday,176
Wednesday,Dinner,Biryani,Sunny,Festival,289
Tuesday,Lunch,Biryani,Sunny,Festival,263
Saturday,Dinner,Noodles,Sunny,Exam,135
Wednesday,Breakfast,Dosa,Cloudy,Sports Meet,221
Tuesday,Breakfast,Dosa,Cloudy,Exam,98
Thursday,Dinner,Noodles,Sunny,Festival,219
Saturday,Snacks,Noodles,Cloudy,No,128
Monday,Snacks,Sandwich,Rainy,No,157
Thursday,Breakfast,Sandwich,Cloudy,Holiday,186
Sunday,Dinner,Biryani,Sunny,Exam,233
Wednesday,Breakfast,Dosa,Sunny,No,137
Thursday,Dinner,Noodles,Cold,Exam,83
Thursday,Breakfast,Idli,Cold,Festival,146
Sunday,Breakfast,Idli,Cloudy,Sports Meet,211
Friday,Breakfast,Sandwich,Sunny,Sports Meet,256
Thursday,Snacks,Samosa,Cloudy,Exam,110
Saturday,Dinner,Chapati,Cloudy,Sports Meet,251
Thursday,Lunch,Biryani,Cold,No,162
Sunday,Snacks,Puff,Rainy,Festival,192
Saturday,Lunch,Biryani,Sunny,Festival,311
Thursday,Dinner,Rice,Cloudy,Exam,70
Tuesday,Breakfast,Sandwich,Cloudy,No,110
Tuesday,Breakfast,Sandwich,Sunny,Sports Meet,187
Tuesday,Dinner,Biryani,Rainy,Sports Meet,250
Friday,Dinner,Rice,Rainy,Exam,96
Sunday,Dinner,Chapati,Rainy,Sports Meet,196
Friday,Dinner,Biryani,Rainy,Exam,107
Friday,Snacks,Sandwich,Sunny,Sports Meet,193
Wednesday,Dinner,Noodles,Cloudy,Festival,209
Wednesday,Breakfast,Idli,Rainy,Sports Meet,174
Friday,Dinner,Rice,Sunny,Festival,197
Monday,Lunch,Biryani,Cloudy,Exam,185
Monday,Snacks,Samosa,Cold,Exam,227
Saturday,Dinner,Rice,Sunny,No,193
Monday,Snacks,Puff,Cold,Festival,229
Friday,Dinner,Noodles,Sunny,Festival,183
Friday,Breakfast,Dosa,Cold,No,105
Thursday,Breakfast,Idli,Rainy,Festival,173
Friday,Breakfast,Idli,Sunny,Holiday,174
Friday,Breakfast,Idli,Cold,No,121
Tuesday,Snacks,Samosa,Rainy,Festival,306
Wednesday,Dinner,Chapati,Sunny,Exam,67
Monday,Snacks,Noodles,Sunny,No,148
Saturday,Lunch,Noodles,Rainy,Exam,72
Thursday,Breakfast,Idli,Rainy,Exam,76
Wednesday,Breakfast,Idli,Rainy,No,127
Monday,Dinner,Biryani,Rainy,Exam,110
Friday,Dinner,Biryani,Rainy,Holiday,156
Thursday,Snacks,Noodles,Cloudy,Exam,73
Sunday,Lunch,Chapati,Rainy,Sports Meet,197
Saturday,Dinner,Noodles,Sunny,No,181
Friday,Lunch,Chapati,Cloudy,Holiday,175
Saturday,Snacks,Puff,Sunny,Sports Meet,164
Tuesday,Breakfast,Sandwich,Sunny,No,152
Thursday,Breakfast,Dosa,Sunny,Festival,221
Monday,Snacks,Noodles,Rainy,Holiday,163
Saturday,Dinner,Rice,Cold,No,156
Monday,Breakfast,Idli,Cloudy,Sports Meet,214
Tuesday,Snacks,Sandwich,Sunny,Exam,84
Monday,Dinner,Noodles,Sunny,Exam,81
Sunday,Breakfast,Dosa,Cold,Sports Meet,175
Monday,Snacks,Samosa,Cold,Festival,273
Monday,Lunch,Biryani,Rainy,Sports Meet,228
Saturday,Lunch,Rice,Rainy,Holiday,139
Sunday,Dinner,Rice,Sunny,Holiday,146
Saturday,Lunch,Noodles,Cold,Exam,86
Saturday,Snacks,Puff,Rainy,Sports Meet,235
Friday,Snacks,Noodles,Rainy,Holiday,156
Wednesday,Lunch,Chapati,Cloudy,Festival,136
Wednesday,Dinner,Chapati,Rainy,Exam,28
Tuesday,Breakfast,Idli,Sunny,Exam,123
Monday,Snacks,Puff,Rainy,Sports Meet,153
Monday,Lunch,Rice,Rainy,Sports Meet,160
Sunday,Lunch,Biryani,Sunny,Exam,149
Saturday,Breakfast,Sandwich,Cold,Festival,133
Tuesday,Breakfast,Sandwich,Rainy,Exam,54
Sunday,Lunch,Noodles,Rainy,Exam,83
Saturday,Snacks,Puff,Sunny,Exam,81
Wednesday,Dinner,Rice,Cloudy,Sports Meet,232
Saturday,Snacks,Puff,Sunny,Sports Meet,156
Sunday,Breakfast,Sandwich,Sunny,No,145
Tuesday,Dinner,Rice,Cold,Holiday,90
Saturday,Breakfast,Sandwich,Rainy,Sports Meet,218
Monday,Dinner,Noodles,Rainy,Holiday,91
Monday,Dinner,Rice,Rainy,Sports Meet,199
Monday,Lunch,Rice,Rainy,Exam,59
Saturday,Breakfast,Idli,Sunny,No,129
Thursday,Lunch,Noodles,Cold,Holiday,122
Thursday,Snacks,Puff,Rainy,No,135
Monday,Lunch,Chapati,Cloudy,Festival,204
Wednesday,Breakfast,Idli,Sunny,Holiday,152
Monday,Lunch,Noodles,Rainy,Festival,159
Friday,Lunch,Chapati,Sunny,Festival,205
Thursday,Lunch,Chapati,Sunny,No,119
Monday,Breakfast,Sandwich,Sunny,Exam,97
Saturday,Dinner,Noodles,Rainy,Sports Meet,251
Friday,Lunch,Biryani,Sunny,Festival,308
Tuesday,Lunch,Rice,Cloudy,Sports Meet,203
Sunday,Snacks,Sandwich,Rainy,Holiday,160
Monday,Snacks,Samosa,Cloudy,No,185
Monday,Lunch,Chapati,Cold,Exam,78
Wednesday,Breakfast,Idli,Rainy,Sports Meet,173
Saturday,Dinner,Rice,Cloudy,Festival,233
Friday,Breakfast,Idli,Cloudy,Sports Meet,204
Tuesday,Snacks,Puff,Cloudy,Festival,155
Friday,Dinner,Rice,Rainy,Sports Meet,186
Friday,Snacks,Samosa,Cloudy,Festival,255
Wednesday,Dinner,Noodles,Sunny,Festival,226
Tuesday,Breakfast,Idli,Cloudy,Sports Meet,229
Saturday,Dinner,Noodles,Rainy,Holiday,120
Thursday,Snacks,Noodles,Sunny,Festival,200
Wednesday,Snacks,Noodles,Rainy,Festival,223
Wednesday,Breakfast,Idli,Cloudy,Sports Meet,200
Monday,Breakfast,Idli,Rainy,Holiday,124
Monday,Snacks,Samosa,Cold,Exam,200
Saturday,Lunch,Noodles,Cloudy,No,121
Monday,Lunch,Rice,Cloudy,Holiday,157
Tuesday,Lunch,Chapati,Rainy,Holiday,118
Friday,Breakfast,Idli,Cloudy,Sports Meet,207
Thursday,Breakfast,Dosa,Rainy,Festival,217
Wednesday,Snacks,Noodles,Cloudy,Holiday,70
Thursday,Lunch,Biryani,Cloudy,Sports Meet,245
Wednesday,Breakfast,Idli,Cold,Holiday,137
Friday,Snacks,Noodles,Cloudy,Holiday,75
Sunday,Lunch,Chapati,Cold,No,86
Wednesday,Breakfast,Idli,Sunny,Festival,186
Sunday,Breakfast,Sandwich,Cold,Holiday,145
Saturday,Lunch,Biryani,Rainy,No,192
Saturday,Snacks,Noodles,Cold,No,157
Tuesday,Snacks,Sandwich,Sunny,Festival,224
Thursday,Breakfast,Dosa,Cloudy,Exam,112
Thursday,Snacks,Sandwich,Cloudy,Exam,88
Monday,Lunch,Noodles,Rainy,Holiday,161
Thursday,Breakfast,Sandwich,Cloudy,Festival,174
Wednesday,Lunch,Biryani,Rainy,Exam,170
Monday,Dinner,Biryani,Rainy,Holiday,127
Saturday,Breakfast,Dosa,Cloudy,Festival,211
Monday,Snacks,Sandwich,Cloudy,Festival,231
Wednesday,Dinner,Biryani,Sunny,Festival,225
Sunday,Lunch,Biryani,Cloudy,No,211
Sunday,Snacks,Puff,Sunny,Sports Meet,198
Friday,Breakfast,Idli,Cold,Holiday,154
Saturday,Breakfast,Dosa,Sunny,Exam,158
Friday,Breakfast,Idli,Cloudy,Sports Meet,232
Tuesday,Snacks,Samosa,Rainy,Exam,163
Tuesday,Breakfast,Sandwich,Sunny,Exam,107
Friday,Dinner,Noodles,Cold,Sports Meet,198
Monday,Snacks,Puff,Cloudy,Exam,91
Saturday,Dinner,Chapati,Rainy,No,113
Saturday,Breakfast,Idli,Sunny,Festival,204
Tuesday,Dinner,Noodles,Sunny,Festival,196
Thursday,Breakfast,Sandwich,Cold,Holiday,148
Monday,Dinner,Noodles,Rainy,Holiday,106
Tuesday,Lunch,Biryani,Cold,Sports Meet,239
Sunday,Breakfast,Dosa,Cold,No,98
Friday,Snacks,Noodles,Cloudy,Exam,100
Monday,Breakfast,Dosa,Sunny,Exam,88
Saturday,Dinner,Biryani,Cloudy,Exam,167
Thursday,Dinner,Chapati,Cold,Sports Meet,176
Tuesday,Dinner,Biryani,Sunny,Sports Meet,255
Wednesday,Lunch,Chapati,Cloudy,No,101
Saturday,Lunch,Biryani,Cold,No,224
Saturday,Breakfast,Idli,Cold,Holiday,180
Wednesday,Snacks,Sandwich,Sunny,Festival,235
Wednesday,Snacks,Puff,Cloudy,Festival,171
Saturday,Breakfast,Sandwich,Sunny,Festival,251
Saturday,Dinner,Biryani,Rainy,Holiday,112
Saturday,Breakfast,Dosa,Cold,Holiday,127
Monday,Breakfast,Sandwich,Rainy,Sports Meet,167
Thursday,Breakfast,Sandwich,Rainy,Sports Meet,145
Thursday,Dinner,Chapati,Cold,No,91
Saturday,Breakfast,Sandwich,Sunny,Holiday,178
Monday,Snacks,Sandwich,Rainy,Festival,273
Thursday,Dinner,Biryani,Rainy,Holiday,98
Saturday,Snacks,Puff,Cloudy,Holiday,85
Friday,Dinner,Noodles,Rainy,Sports Meet,167
Tuesday,Breakfast,Sandwich,Sunny,Festival,183
Monday,Dinner,Biryani,Cloudy,Sports Meet,248
Tuesday,Snacks,Sandwich,Sunny,Holiday,107
Thursday,Snacks,Noodles,Cloudy,Sports Meet,214
Thursday,Dinner,Biryani,Rainy,Exam,96
Monday,Snacks,Sandwich,Rainy,No,155
Sunday,Breakfast,Dosa,Cloudy,No,131
Thursday,Breakfast,Idli,Cold,Exam,76
Sunday,Breakfast,Sandwich,Rainy,Exam,74
Tuesday,Lunch,Biryani,Rainy,No,136
Sunday,Lunch,Rice,Cold,No,103
Saturday,Dinner,Noodles,Rainy,Holiday,132
Sunday,Dinner,Biryani,Rainy,Sports Meet,303
Wednesday,Dinner,Noodles,Sunny,No,160
Tuesday,Dinner,Rice,Sunny,No,166
Saturday,Lunch,Chapati,Rainy,Exam,74
Thursday,Snacks,Sandwich,Rainy,Sports Meet,220
Wednesday,Breakfast,Sandwich,Cloudy,Holiday,134
Friday,Breakfast,Idli,Cold,Exam,73
Saturday,Snacks,Puff,Cold,Festival,205
Wednesday,Lunch,Biryani,Cloudy,Holiday,212
Saturday,Lunch,Rice,Sunny,Sports Meet,246
Wednesday,Snacks,Sandwich,Cloudy,No,117
Saturday,Breakfast,Dosa,Cold,Exam,76
Thursday,Dinner,Noodles,Rainy,Holiday,40
Saturday,Lunch,Chapati,Cold,Festival,172
Tuesday,Lunch,Chapati,Rainy,Sports Meet,135
Monday,Snacks,Noodles,Cold,Holiday,152
Thursday,Dinner,Noodles,Rainy,Exam,80
Monday,Dinner,Rice,Sunny,Sports Meet,238
Tuesday,Dinner,Chapati,Sunny,No,106
Saturday,Breakfast,Dosa,Cold,Exam,91
Wednesday,Snacks,Noodles,Rainy,Holiday,141
Friday,Dinner,Chapati,Cloudy,Holiday,80
Friday,Breakfast,Idli,Cold,Festival,188
Saturday,Lunch,Noodles,Sunny,Sports Meet,225
Monday,Breakfast,Dosa,Rainy,Festival,200
Friday,Breakfast,Dosa,Sunny,Festival,204
Wednesday,Dinner,Rice,Sunny,Festival,228
Thursday,Dinner,Biryani,Cloudy,Holiday,151
Wednesday,Snacks,Puff,Rainy,Holiday,99
Tuesday,Breakfast,Idli,Cold,Exam,54
Sunday,Breakfast,Dosa,Rainy,Exam,68
Saturday,Snacks,Puff,Sunny,Exam,90
Tuesday,Breakfast,Idli,Sunny,Festival,219
Thursday,Lunch,Biryani,Cloudy,Festival,234
Monday,Snacks,Noodles,Rainy,Festival,239
Tuesday,Breakfast,Dosa,Cold,Exam,91
Sunday,Lunch,Rice,Sunny,Festival,208
Tuesday,Snacks,Samosa,Rainy,Festival,277
Wednesday,Dinner,Noodles,Cold,No,116
Wednesday,Breakfast,Sandwich,Cold,Exam,92
Thursday,Breakfast,Dosa,Sunny,Holiday,155
Thursday,Snacks,Sandwich,Cold,Sports Meet,240
Tuesday,Dinner,Chapati,Cloudy,Exam,77
Friday,Snacks,Noodles,Cloudy,Sports Meet,205
Sunday,Lunch,Chapati,Sunny,Festival,222
Tuesday,Breakfast,Idli,Rainy,No,115
Sunday,Snacks,Sandwich,Cold,Exam,132
Saturday,Lunch,Noodles,Cloudy,Exam,93
Tuesday,Dinner,Biryani,Cloudy,Exam,170
Monday,Dinner,Chapati,Rainy,Exam,30
Wednesday,Dinner,Chapati,Cloudy,Festival,199
Thursday,Snacks,Puff,Cloudy,Sports Meet,219
Monday,Lunch,Rice,Sunny,No,119
Tuesday,Snacks,Sandwich,Sunny,No,105
Thursday,Breakfast,Sandwich,Rainy,Exam,107
Wednesday,Dinner,Rice,Rainy,Sports Meet,201
Wednesday,Lunch,Rice,Sunny,Holiday,206
Thursday,Snacks,Sandwich,Sunny,Sports Meet,210
Friday,Lunch,Rice,Sunny,No,113
Friday,Dinner,Noodles,Sunny,No,126
Thursday,Lunch,Chapati,Cold,Exam,65
Sunday,Dinner,Noodles,Cold,Sports Meet,189
Saturday,Lunch,Biryani,Sunny,Exam,163
Friday,Breakfast,Dosa,Cold,Sports Meet,196
Tuesday,Lunch,Biryani,Sunny,Exam,199
Friday,Breakfast,Dosa,Rainy,Festival,204
Wednesday,Breakfast,Idli,Cold,Exam,55
Wednesday,Snacks,Samosa,Rainy,No,262
Tuesday,Snacks,Puff,Rainy,Festival,251
Sunday,Breakfast,Idli,Cloudy,Sports Meet,209
Sunday,Lunch,Rice,Cloudy,No,136
Thursday,Breakfast,Sandwich,Cloudy,Sports Meet,207
Tuesday,Lunch,Rice,Cloudy,Festival,178
Saturday,Dinner,Biryani,Sunny,No,227
Friday,Breakfast,Sandwich,Rainy,Holiday,106
Thursday,Snacks,Noodles,Sunny,Holiday,89
Tuesday,Dinner,Chapati,Cold,Exam,29
Friday,Snacks,Samosa,Cold,Sports Meet,286
Tuesday,Snacks,Samosa,Rainy,Sports Meet,349
Thursday,Breakfast,Sandwich,Cold,Sports Meet,217
Friday,Dinner,Noodles,Rainy,Exam,64
Monday,Dinner,Noodles,Cold,Festival,188
Wednesday,Breakfast,Sandwich,Sunny,Sports Meet,192
Wednesday,Breakfast,Idli,Cold,Festival,194
Tuesday,Snacks,Puff,Cloudy,Holiday,93
Tuesday,Snacks,Noodles,Cloudy,Holiday,107
Wednesday,Breakfast,Sandwich,Sunny,Sports Meet,191
Wednesday,Lunch,Chapati,Sunny,Festival,187
Saturday,Lunch,Noodles,Cold,Festival,183
Wednesday,Snacks,Samosa,Sunny,No,192
Monday,Dinner,Chapati,Rainy,Sports Meet,159
Thursday,Breakfast,Sandwich,Cold,Festival,197
Saturday,Dinner,Rice,Rainy,Exam,79
Thursday,Breakfast,Sandwich,Sunny,Festival,217
Tuesday,Dinner,Biryani,Sunny,Holiday,151
Thursday,Breakfast,Idli,Cold,Festival,209
Thursday,Breakfast,Sandwich,Rainy,Holiday,141
Sunday,Dinner,Biryani,Cloudy,Holiday,189
Tuesday,Dinner,Rice,Cloudy,Holiday,65
Saturday,Lunch,Chapati,Rainy,Holiday,169
Friday,Snacks,Sandwich,Sunny,Festival,208
Saturday,Dinner,Biryani,Rainy,Festival,299
Sunday,Lunch,Noodles,Cloudy,No,125
Friday,Dinner,Biryani,Cold,Holiday,131
Thursday,Lunch,Noodles,Sunny,No,140
Sunday,Breakfast,Sandwich,Sunny,Exam,119
Thursday,Lunch,Noodles,Rainy,Exam,103
Friday,Lunch,Chapati,Rainy,Festival,145
Wednesday,Dinner,Rice,Cold,No,124
Friday,Dinner,Noodles,Cold,Festival,172
Monday,Dinner,Rice,Cold,Exam,77
Wednesday,Dinner,Rice,Rainy,Exam,61
Wednesday,Breakfast,Idli,Cloudy,Sports Meet,196
Monday,Breakfast,Idli,Rainy,Exam,69
Friday,Dinner,Noodles,Cloudy,No,113
Thursday,Lunch,Chapati,Rainy,Sports Meet,147
Sunday,Snacks,Noodles,Rainy,No,171
Friday,Dinner,Rice,Rainy,Holiday,96
Tuesday,Dinner,Chapati,Cold,Holiday,45
Wednesday,Lunch,Chapati,Sunny,No,128
